type,id,geometry.type,geometry.coordinates,properties.id,properties.aqhi_type,properties.forecast_type,properties.location_name_en,properties.location_name_fr,properties.location_id,properties.publication_datetime,properties.forecast_datetime_text_en,properties.forecast_datetime_text_fr,properties.forecast_datetime,properties.aqhi,properties.forecast_period.period_2.forecast_period_en,properties.forecast_period.period_2.forecast_period_fr,properties.forecast_period.period_2.aqhi,properties.forecast_period.period_2.aqhi_insmoke,properties.forecast_period.period_3.forecast_period_en,properties.forecast_period.period_3.forecast_period_fr,properties.forecast_period.period_3.aqhi,properties.forecast_period.period_3.aqhi_insmoke,properties.forecast_period.period_4.forecast_period_en,properties.forecast_period.period_4.forecast_period_fr,properties.forecast_period.period_4.aqhi,properties.forecast_period.period_4.aqhi_insmoke,properties.forecast_period.period_5.forecast_period_en,properties.forecast_period.period_5.forecast_period_fr,properties.forecast_period.period_5.aqhi,properties.forecast_period.period_5.aqhi_insmoke
Feature,AQ_FCST-IACMP-202603071700-202603070000,Point,"[-113.490277777778, 53.5344444444444]",AQ_FCST-IACMP-202603071700-202603070000,AQHI-Forecast,original,Edmonton,Edmonton,IACMP,2026-03-07T00:00:00Z,10:00 AM MST Saturday  7 March 2026,10h00 AM HNR samedi  7 mars 2026,2026-03-07T17:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMP-202603071800-202603070000,Point,"[-113.490277777778, 53.5344444444444]",AQ_FCST-IACMP-202603071800-202603070000,AQHI-Forecast,original,Edmonton,Edmonton,IACMP,2026-03-07T00:00:00Z,11:00 AM MST Saturday  7 March 2026,11h00 AM HNR samedi  7 mars 2026,2026-03-07T18:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMP-202603071900-202603070000,Point,"[-113.490277777778, 53.5344444444444]",AQ_FCST-IACMP-202603071900-202603070000,AQHI-Forecast,original,Edmonton,Edmonton,IACMP,2026-03-07T00:00:00Z,12:00 PM MST Saturday  7 March 2026,12h00 PM HNR samedi  7 mars 2026,2026-03-07T19:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMP-202603072000-202603070000,Point,"[-113.490277777778, 53.5344444444444]",AQ_FCST-IACMP-202603072000-202603070000,AQHI-Forecast,original,Edmonton,Edmonton,IACMP,2026-03-07T00:00:00Z,1:00 PM MST Saturday  7 March 2026,1h00 PM HNR samedi  7 mars 2026,2026-03-07T20:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMP-202603072100-202603070000,Point,"[-113.490277777778, 53.5344444444444]",AQ_FCST-IACMP-202603072100-202603070000,AQHI-Forecast,original,Edmonton,Edmonton,IACMP,2026-03-07T00:00:00Z,2:00 PM MST Saturday  7 March 2026,2h00 PM HNR samedi  7 mars 2026,2026-03-07T21:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMP-202603072200-202603070000,Point,"[-113.490277777778, 53.5344444444444]",AQ_FCST-IACMP-202603072200-202603070000,AQHI-Forecast,original,Edmonton,Edmonton,IACMP,2026-03-07T00:00:00Z,3:00 PM MST Saturday  7 March 2026,3h00 PM HNR samedi  7 mars 2026,2026-03-07T22:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMP-202603072300-202603070000,Point,"[-113.490277777778, 53.5344444444444]",AQ_FCST-IACMP-202603072300-202603070000,AQHI-Forecast,original,Edmonton,Edmonton,IACMP,2026-03-07T00:00:00Z,4:00 PM MST Saturday  7 March 2026,4h00 PM HNR samedi  7 mars 2026,2026-03-07T23:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMP-202603080000-202603070000,Point,"[-113.490277777778, 53.5344444444444]",AQ_FCST-IACMP-202603080000-202603070000,AQHI-Forecast,original,Edmonton,Edmonton,IACMP,2026-03-07T00:00:00Z,5:00 PM MST Saturday  7 March 2026,5h00 PM HNR samedi  7 mars 2026,2026-03-08T00:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMP-202603080100-202603070000,Point,"[-113.490277777778, 53.5344444444444]",AQ_FCST-IACMP-202603080100-202603070000,AQHI-Forecast,original,Edmonton,Edmonton,IACMP,2026-03-07T00:00:00Z,6:00 PM MST Saturday  7 March 2026,6h00 PM HNR samedi  7 mars 2026,2026-03-08T01:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMP-202603080200-202603070000,Point,"[-113.490277777778, 53.5344444444444]",AQ_FCST-IACMP-202603080200-202603070000,AQHI-Forecast,original,Edmonton,Edmonton,IACMP,2026-03-07T00:00:00Z,7:00 PM MST Saturday  7 March 2026,7h00 PM HNR samedi  7 mars 2026,2026-03-08T02:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMP-202603080300-202603070000,Point,"[-113.490277777778, 53.5344444444444]",AQ_FCST-IACMP-202603080300-202603070000,AQHI-Forecast,original,Edmonton,Edmonton,IACMP,2026-03-07T00:00:00Z,8:00 PM MST Saturday  7 March 2026,8h00 PM HNR samedi  7 mars 2026,2026-03-08T03:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMP-202603080400-202603070000,Point,"[-113.490277777778, 53.5344444444444]",AQ_FCST-IACMP-202603080400-202603070000,AQHI-Forecast,original,Edmonton,Edmonton,IACMP,2026-03-07T00:00:00Z,9:00 PM MST Saturday  7 March 2026,9h00 PM HNR samedi  7 mars 2026,2026-03-08T04:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMP-202603080500-202603070000,Point,"[-113.490277777778, 53.5344444444444]",AQ_FCST-IACMP-202603080500-202603070000,AQHI-Forecast,original,Edmonton,Edmonton,IACMP,2026-03-07T00:00:00Z,10:00 PM MST Saturday  7 March 2026,10h00 PM HNR samedi  7 mars 2026,2026-03-08T05:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMP-202603080600-202603070000,Point,"[-113.490277777778, 53.5344444444444]",AQ_FCST-IACMP-202603080600-202603070000,AQHI-Forecast,original,Edmonton,Edmonton,IACMP,2026-03-07T00:00:00Z,11:00 PM MST Saturday  7 March 2026,11h00 PM HNR samedi  7 mars 2026,2026-03-08T06:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMP-202603080700-202603070000,Point,"[-113.490277777778, 53.5344444444444]",AQ_FCST-IACMP-202603080700-202603070000,AQHI-Forecast,original,Edmonton,Edmonton,IACMP,2026-03-07T00:00:00Z,12:00 AM MST Sunday  8 March 2026,12h00 AM HNR dimanche  8 mars 2026,2026-03-08T07:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMP-202603080800-202603070000,Point,"[-113.490277777778, 53.5344444444444]",AQ_FCST-IACMP-202603080800-202603070000,AQHI-Forecast,original,Edmonton,Edmonton,IACMP,2026-03-07T00:00:00Z,1:00 AM MST Sunday  8 March 2026,1h00 AM HNR dimanche  8 mars 2026,2026-03-08T08:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMP-202603080900-202603070000,Point,"[-113.490277777778, 53.5344444444444]",AQ_FCST-IACMP-202603080900-202603070000,AQHI-Forecast,original,Edmonton,Edmonton,IACMP,2026-03-07T00:00:00Z,3:00 AM MDT Sunday  8 March 2026,3h00 AM HAR dimanche  8 mars 2026,2026-03-08T09:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMP-202603081000-202603070000,Point,"[-113.490277777778, 53.5344444444444]",AQ_FCST-IACMP-202603081000-202603070000,AQHI-Forecast,original,Edmonton,Edmonton,IACMP,2026-03-07T00:00:00Z,4:00 AM MDT Sunday  8 March 2026,4h00 AM HAR dimanche  8 mars 2026,2026-03-08T10:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMP-202603081100-202603070000,Point,"[-113.490277777778, 53.5344444444444]",AQ_FCST-IACMP-202603081100-202603070000,AQHI-Forecast,original,Edmonton,Edmonton,IACMP,2026-03-07T00:00:00Z,5:00 AM MDT Sunday  8 March 2026,5h00 AM HAR dimanche  8 mars 2026,2026-03-08T11:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMP-202603081200-202603070000,Point,"[-113.490277777778, 53.5344444444444]",AQ_FCST-IACMP-202603081200-202603070000,AQHI-Forecast,original,Edmonton,Edmonton,IACMP,2026-03-07T00:00:00Z,6:00 AM MDT Sunday  8 March 2026,6h00 AM HAR dimanche  8 mars 2026,2026-03-08T12:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMP-period-202603070000,Point,"[-113.490277777778, 53.5344444444444]",AQ_FCST-IACMP-period-202603070000,AQHI-Forecast-Period,original,Edmonton,Edmonton,IACMP,2026-03-07T00:00:00Z,,,,,Tonight,Ce soir et cette nuit,3.0,,Tomorrow,Demain,3.0,,Tomorrow Night,Demain soir et nuit,3.0,,Day 3,Jour 3,3.0,
Feature,AQ_FCST-IAKID-202603070000-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603070000-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,5:00 PM MST Friday  6 March 2026,5h00 PM HNR vendredi  6 mars 2026,2026-03-07T00:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603070100-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603070100-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,6:00 PM MST Friday  6 March 2026,6h00 PM HNR vendredi  6 mars 2026,2026-03-07T01:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603070200-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603070200-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,7:00 PM MST Friday  6 March 2026,7h00 PM HNR vendredi  6 mars 2026,2026-03-07T02:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603070300-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603070300-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,8:00 PM MST Friday  6 March 2026,8h00 PM HNR vendredi  6 mars 2026,2026-03-07T03:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603070400-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603070400-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,9:00 PM MST Friday  6 March 2026,9h00 PM HNR vendredi  6 mars 2026,2026-03-07T04:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603070500-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603070500-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,10:00 PM MST Friday  6 March 2026,10h00 PM HNR vendredi  6 mars 2026,2026-03-07T05:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603070600-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603070600-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,11:00 PM MST Friday  6 March 2026,11h00 PM HNR vendredi  6 mars 2026,2026-03-07T06:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603070700-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603070700-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,12:00 AM MST Saturday  7 March 2026,12h00 AM HNR samedi  7 mars 2026,2026-03-07T07:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603070800-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603070800-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,1:00 AM MST Saturday  7 March 2026,1h00 AM HNR samedi  7 mars 2026,2026-03-07T08:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603070900-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603070900-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,2:00 AM MST Saturday  7 March 2026,2h00 AM HNR samedi  7 mars 2026,2026-03-07T09:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603071000-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603071000-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,3:00 AM MST Saturday  7 March 2026,3h00 AM HNR samedi  7 mars 2026,2026-03-07T10:00:00Z,2.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603071100-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603071100-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,4:00 AM MST Saturday  7 March 2026,4h00 AM HNR samedi  7 mars 2026,2026-03-07T11:00:00Z,2.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603071200-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603071200-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,5:00 AM MST Saturday  7 March 2026,5h00 AM HNR samedi  7 mars 2026,2026-03-07T12:00:00Z,2.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603071300-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603071300-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,6:00 AM MST Saturday  7 March 2026,6h00 AM HNR samedi  7 mars 2026,2026-03-07T13:00:00Z,2.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603071400-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603071400-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,7:00 AM MST Saturday  7 March 2026,7h00 AM HNR samedi  7 mars 2026,2026-03-07T14:00:00Z,2.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603071500-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603071500-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,8:00 AM MST Saturday  7 March 2026,8h00 AM HNR samedi  7 mars 2026,2026-03-07T15:00:00Z,2.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603071600-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603071600-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,9:00 AM MST Saturday  7 March 2026,9h00 AM HNR samedi  7 mars 2026,2026-03-07T16:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603071700-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603071700-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,10:00 AM MST Saturday  7 March 2026,10h00 AM HNR samedi  7 mars 2026,2026-03-07T17:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603071800-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603071800-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,11:00 AM MST Saturday  7 March 2026,11h00 AM HNR samedi  7 mars 2026,2026-03-07T18:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603071900-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603071900-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,12:00 PM MST Saturday  7 March 2026,12h00 PM HNR samedi  7 mars 2026,2026-03-07T19:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603072000-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603072000-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,1:00 PM MST Saturday  7 March 2026,1h00 PM HNR samedi  7 mars 2026,2026-03-07T20:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603072100-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603072100-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,2:00 PM MST Saturday  7 March 2026,2h00 PM HNR samedi  7 mars 2026,2026-03-07T21:00:00Z,2.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603072200-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603072200-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,3:00 PM MST Saturday  7 March 2026,3h00 PM HNR samedi  7 mars 2026,2026-03-07T22:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603072300-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603072300-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,4:00 PM MST Saturday  7 March 2026,4h00 PM HNR samedi  7 mars 2026,2026-03-07T23:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603080000-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603080000-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,5:00 PM MST Saturday  7 March 2026,5h00 PM HNR samedi  7 mars 2026,2026-03-08T00:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603080100-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603080100-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,6:00 PM MST Saturday  7 March 2026,6h00 PM HNR samedi  7 mars 2026,2026-03-08T01:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603080200-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603080200-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,7:00 PM MST Saturday  7 March 2026,7h00 PM HNR samedi  7 mars 2026,2026-03-08T02:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603080300-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603080300-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,8:00 PM MST Saturday  7 March 2026,8h00 PM HNR samedi  7 mars 2026,2026-03-08T03:00:00Z,2.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603080400-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603080400-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,9:00 PM MST Saturday  7 March 2026,9h00 PM HNR samedi  7 mars 2026,2026-03-08T04:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603080500-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603080500-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,10:00 PM MST Saturday  7 March 2026,10h00 PM HNR samedi  7 mars 2026,2026-03-08T05:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603080600-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603080600-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,11:00 PM MST Saturday  7 March 2026,11h00 PM HNR samedi  7 mars 2026,2026-03-08T06:00:00Z,3.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603080700-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603080700-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,12:00 AM MST Sunday  8 March 2026,12h00 AM HNR dimanche  8 mars 2026,2026-03-08T07:00:00Z,2.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603080800-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603080800-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,1:00 AM MST Sunday  8 March 2026,1h00 AM HNR dimanche  8 mars 2026,2026-03-08T08:00:00Z,2.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603080900-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603080900-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,3:00 AM MDT Sunday  8 March 2026,3h00 AM HAR dimanche  8 mars 2026,2026-03-08T09:00:00Z,2.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603081000-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603081000-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,4:00 AM MDT Sunday  8 March 2026,4h00 AM HAR dimanche  8 mars 2026,2026-03-08T10:00:00Z,2.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603081100-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603081100-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,5:00 AM MDT Sunday  8 March 2026,5h00 AM HAR dimanche  8 mars 2026,2026-03-08T11:00:00Z,2.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-202603081200-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-202603081200-202603070000,AQHI-Forecast,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,6:00 AM MDT Sunday  8 March 2026,6h00 AM HAR dimanche  8 mars 2026,2026-03-08T12:00:00Z,2.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IAKID-period-202603070000,Point,"[-114.0575, 51.0458333333333]",AQ_FCST-IAKID-period-202603070000,AQHI-Forecast-Period,original,Calgary,Calgary,IAKID,2026-03-07T00:00:00Z,,,,,Tonight,Ce soir et cette nuit,3.0,,Tomorrow,Demain,3.0,,Tomorrow Night,Demain soir et nuit,3.0,,Day 3,Jour 3,3.0,
Feature,AQ_FCST-IACMW-202603070000-202603070000,Point,"[-116.4327778, 53.5836111]",AQ_FCST-IACMW-202603070000-202603070000,AQHI-Forecast,original,Edson,Edson,IACMW,2026-03-07T00:00:00Z,5:00 PM MST Friday  6 March 2026,5h00 PM HNR vendredi  6 mars 2026,2026-03-07T00:00:00Z,2.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMW-202603070100-202603070000,Point,"[-116.4327778, 53.5836111]",AQ_FCST-IACMW-202603070100-202603070000,AQHI-Forecast,original,Edson,Edson,IACMW,2026-03-07T00:00:00Z,6:00 PM MST Friday  6 March 2026,6h00 PM HNR vendredi  6 mars 2026,2026-03-07T01:00:00Z,2.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMW-202603070200-202603070000,Point,"[-116.4327778, 53.5836111]",AQ_FCST-IACMW-202603070200-202603070000,AQHI-Forecast,original,Edson,Edson,IACMW,2026-03-07T00:00:00Z,7:00 PM MST Friday  6 March 2026,7h00 PM HNR vendredi  6 mars 2026,2026-03-07T02:00:00Z,2.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMW-202603070300-202603070000,Point,"[-116.4327778, 53.5836111]",AQ_FCST-IACMW-202603070300-202603070000,AQHI-Forecast,original,Edson,Edson,IACMW,2026-03-07T00:00:00Z,8:00 PM MST Friday  6 March 2026,8h00 PM HNR vendredi  6 mars 2026,2026-03-07T03:00:00Z,2.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMW-202603070400-202603070000,Point,"[-116.4327778, 53.5836111]",AQ_FCST-IACMW-202603070400-202603070000,AQHI-Forecast,original,Edson,Edson,IACMW,2026-03-07T00:00:00Z,9:00 PM MST Friday  6 March 2026,9h00 PM HNR vendredi  6 mars 2026,2026-03-07T04:00:00Z,2.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMW-202603070500-202603070000,Point,"[-116.4327778, 53.5836111]",AQ_FCST-IACMW-202603070500-202603070000,AQHI-Forecast,original,Edson,Edson,IACMW,2026-03-07T00:00:00Z,10:00 PM MST Friday  6 March 2026,10h00 PM HNR vendredi  6 mars 2026,2026-03-07T05:00:00Z,2.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMW-202603070600-202603070000,Point,"[-116.4327778, 53.5836111]",AQ_FCST-IACMW-202603070600-202603070000,AQHI-Forecast,original,Edson,Edson,IACMW,2026-03-07T00:00:00Z,11:00 PM MST Friday  6 March 2026,11h00 PM HNR vendredi  6 mars 2026,2026-03-07T06:00:00Z,2.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMW-202603070700-202603070000,Point,"[-116.4327778, 53.5836111]",AQ_FCST-IACMW-202603070700-202603070000,AQHI-Forecast,original,Edson,Edson,IACMW,2026-03-07T00:00:00Z,12:00 AM MST Saturday  7 March 2026,12h00 AM HNR samedi  7 mars 2026,2026-03-07T07:00:00Z,2.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMW-202603070800-202603070000,Point,"[-116.4327778, 53.5836111]",AQ_FCST-IACMW-202603070800-202603070000,AQHI-Forecast,original,Edson,Edson,IACMW,2026-03-07T00:00:00Z,1:00 AM MST Saturday  7 March 2026,1h00 AM HNR samedi  7 mars 2026,2026-03-07T08:00:00Z,2.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMW-202603070900-202603070000,Point,"[-116.4327778, 53.5836111]",AQ_FCST-IACMW-202603070900-202603070000,AQHI-Forecast,original,Edson,Edson,IACMW,2026-03-07T00:00:00Z,2:00 AM MST Saturday  7 March 2026,2h00 AM HNR samedi  7 mars 2026,2026-03-07T09:00:00Z,2.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMW-202603071000-202603070000,Point,"[-116.4327778, 53.5836111]",AQ_FCST-IACMW-202603071000-202603070000,AQHI-Forecast,original,Edson,Edson,IACMW,2026-03-07T00:00:00Z,3:00 AM MST Saturday  7 March 2026,3h00 AM HNR samedi  7 mars 2026,2026-03-07T10:00:00Z,2.0,,,,,,,,,,,,,,,,
Feature,AQ_FCST-IACMW-202603071100-202603070000,Point,"[-116.4327778, 53.5836111]",AQ_FCST-IACMW-202603071100-202603070000,AQHI-Forecast,original,Edson,Edson,IACMW,2026-03-07T00:00:00Z,4:00 AM MST Saturday  7 March 2026,4h00 AM HNR samedi  7 mars 2026,2026-03-07T11:00:00Z,2.0,,,,,,,,,,,,,,,,
